"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7509","Login performance @performance","webkit","Sat Nov 08 10:17:13 GMT 2025","passed","Sat Nov 08 10:17:20 GMT 2025","Performance Tests @performance","performance.spec.ts","",""
"","109","@api @performance should create booking within time threshold","firefox-desktop","Sat Nov 08 10:21:30 GMT 2025","passed","Sat Nov 08 10:21:30 GMT 2025","@api Booking API Tests","api/booking.spec.ts","",""
"","6724","Critical user flows work @health","chromium-desktop","Sat Nov 08 10:20:58 GMT 2025","passed","Sat Nov 08 10:21:05 GMT 2025","System Health Checks @health","health.spec.ts","",""
"","6608","Application is accessible @health @quick @smoke","chromium-desktop","Sat Nov 08 10:20:58 GMT 2025","passed","Sat Nov 08 10:21:05 GMT 2025","System Health Checks @health","health.spec.ts","",""
"","3","Should calculate optimal shard count","chromium","Sat Nov 08 10:16:08 GMT 2025","passed","Sat Nov 08 10:16:08 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","2","Staging specific health check @health @staging","webkit-desktop","Sat Nov 08 10:22:19 GMT 2025","skipped","Sat Nov 08 10:22:19 GMT 2025","Staging Environment Health @staging","health.spec.ts","",""
"","12101","Quick Actions widget looks correct @visual @regression","chromium-desktop","Sat Nov 08 10:21:24 GMT 2025","skipped","Sat Nov 08 10:21:36 GMT 2025","Visual Regression Tests","visual.spec.ts","",""
"","3735","Core Web Vitals performance @performance","webkit","Sat Nov 08 10:17:20 GMT 2025","passed","Sat Nov 08 10:17:24 GMT 2025","Performance Tests @performance","performance.spec.ts","",""
"","1","Should generate parallel-safe users","webkit","Sat Nov 08 10:16:55 GMT 2025","passed","Sat Nov 08 10:16:55 GMT 2025","Data Management System Validation","dataManagement.spec.ts","",""
"","1","Should generate multiple unique bookings","firefox","Sat Nov 08 10:16:22 GMT 2025","passed","Sat Nov 08 10:16:22 GMT 2025","Data Management System Validation","dataManagement.spec.ts","",""
"","12060","Login performance @performance","chromium-desktop","Sat Nov 08 10:21:16 GMT 2025","passed","Sat Nov 08 10:21:28 GMT 2025","Performance Tests @performance","performance.spec.ts","",""
"","107","@api @health should verify API service availability","api-tests","Sat Nov 08 10:22:53 GMT 2025","passed","Sat Nov 08 10:22:53 GMT 2025","@api Booking API Tests","api/booking.spec.ts","",""
"","157","@smoke should verify mock booking display (mock mode only)","chromium","Sat Nov 08 10:16:12 GMT 2025","skipped","Sat Nov 08 10:16:12 GMT 2025","@integration API+UI Integration Tests","integration/booking.integration.spec.ts","",""
"","3","Should generate multiple unique bookings","chromium","Sat Nov 08 10:16:09 GMT 2025","passed","Sat Nov 08 10:16:09 GMT 2025","Data Management System Validation","dataManagement.spec.ts","",""
"","4","Should filter users by permission","firefox","Sat Nov 08 10:16:22 GMT 2025","passed","Sat Nov 08 10:16:22 GMT 2025","Data Management System Validation","dataManagement.spec.ts","",""
"","2","Production health check @health @production","webkit","Sat Nov 08 10:17:01 GMT 2025","skipped","Sat Nov 08 10:17:01 GMT 2025","Production Environment Health @production","health.spec.ts","",""
"","109","@api @health should verify API service availability","chromium","Sat Nov 08 10:16:08 GMT 2025","passed","Sat Nov 08 10:16:09 GMT 2025","@api Booking API Tests","api/booking.spec.ts","",""
"","2","Should calculate optimal worker count based on system resources","firefox","Sat Nov 08 10:16:20 GMT 2025","passed","Sat Nov 08 10:16:20 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","4917","Resource loading performance @performance","firefox","Sat Nov 08 10:16:44 GMT 2025","passed","Sat Nov 08 10:16:48 GMT 2025","Performance Tests @performance","performance.spec.ts","",""
"","1755","Performance baseline check @health @performance","chromium","Sat Nov 08 10:16:09 GMT 2025","passed","Sat Nov 08 10:16:10 GMT 2025","System Health Checks @health","health.spec.ts","",""
"","1","Should generate unique test IDs","chromium-desktop","Sat Nov 08 10:20:58 GMT 2025","passed","Sat Nov 08 10:20:58 GMT 2025","Data Management System Validation","dataManagement.spec.ts","",""
"","2","Should filter users by permission","chromium","Sat Nov 08 10:16:09 GMT 2025","passed","Sat Nov 08 10:16:09 GMT 2025","Data Management System Validation","dataManagement.spec.ts","",""
"","218","@api @performance should create booking within time threshold","webkit-desktop","Sat Nov 08 10:22:10 GMT 2025","passed","Sat Nov 08 10:22:10 GMT 2025","@api Booking API Tests","api/booking.spec.ts","",""
"","2","Should calculate optimal shard count","chromium-desktop","Sat Nov 08 10:20:58 GMT 2025","passed","Sat Nov 08 10:20:58 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","225","@api @smoke should handle non-existent booking gracefully","webkit-desktop","Sat Nov 08 10:22:10 GMT 2025","passed","Sat Nov 08 10:22:10 GMT 2025","@api Booking API Tests","api/booking.spec.ts","",""
"","119","@api @regression should test utility method","api-tests","Sat Nov 08 10:22:53 GMT 2025","passed","Sat Nov 08 10:22:53 GMT 2025","@api Booking API Tests","api/booking.spec.ts","",""
"","3914","can login and reach Dashboard","chromium","Sat Nov 08 10:16:14 GMT 2025","passed","Sat Nov 08 10:16:18 GMT 2025","Auth","login.spec.ts","",""
"","10","@api @regression should handle invalid booking data","api-tests","Sat Nov 08 10:22:53 GMT 2025","passed","Sat Nov 08 10:22:53 GMT 2025","@api Booking API Tests","api/booking.spec.ts","",""
"","8834","Dashboard page matches baseline @visual @smoke","chromium","Sat Nov 08 10:16:18 GMT 2025","passed","Sat Nov 08 10:16:27 GMT 2025","Visual Regression Tests","visual.spec.ts","",""
"","112","@api @performance should create booking within time threshold","chromium-desktop","Sat Nov 08 10:20:58 GMT 2025","passed","Sat Nov 08 10:20:58 GMT 2025","@api Booking API Tests","api/booking.spec.ts","",""
"","13632","can login and reach Dashboard","firefox","Sat Nov 08 10:16:37 GMT 2025","passed","Sat Nov 08 10:16:50 GMT 2025","Auth","login.spec.ts","",""
"","487","@api @smoke should create booking with George Kaseri data","chromium","Sat Nov 08 10:16:08 GMT 2025","passed","Sat Nov 08 10:16:08 GMT 2025","@api Booking API Tests","api/booking.spec.ts","",""
"","8856","Quick Actions widget looks correct @visual @regression","webkit","Sat Nov 08 10:17:21 GMT 2025","skipped","Sat Nov 08 10:17:29 GMT 2025","Visual Regression Tests","visual.spec.ts","",""
"","628","@smoke should verify mock booking display (mock mode only)","firefox","Sat Nov 08 10:16:31 GMT 2025","skipped","Sat Nov 08 10:16:32 GMT 2025","@integration API+UI Integration Tests","integration/booking.integration.spec.ts","",""
"","5944","Resource loading performance @performance","firefox-desktop","Sat Nov 08 10:22:01 GMT 2025","passed","Sat Nov 08 10:22:07 GMT 2025","Performance Tests @performance","performance.spec.ts","",""
"","113","@api @health should verify API service availability","firefox","Sat Nov 08 10:16:21 GMT 2025","passed","Sat Nov 08 10:16:22 GMT 2025","@api Booking API Tests","api/booking.spec.ts","",""
"","21649","Quick Actions widget looks correct @visual @regression","firefox-desktop","Sat Nov 08 10:22:07 GMT 2025","skipped","Sat Nov 08 10:22:28 GMT 2025","Visual Regression Tests","visual.spec.ts","",""
"","5","Should calculate optimal shard count","webkit-desktop","Sat Nov 08 10:22:09 GMT 2025","passed","Sat Nov 08 10:22:09 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","1","Should generate shard configurations for CI","firefox-desktop","Sat Nov 08 10:21:29 GMT 2025","passed","Sat Nov 08 10:21:29 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","2704","@smoke should have no critical accessibility violations on Login page","chromium-desktop","Sat Nov 08 10:25:45 GMT 2025","passed","Sat Nov 08 10:25:48 GMT 2025","@a11y Accessibility","login.a11y.spec.ts","",""
"","4616","Login form visual consistency @visual @smoke","chromium-desktop","Sat Nov 08 10:21:27 GMT 2025","passed","Sat Nov 08 10:21:32 GMT 2025","Login Page Visual Tests","visual.spec.ts","",""
"","137","Login form visual consistency @visual @smoke","webkit","Sat Nov 08 10:17:21 GMT 2025","skipped","Sat Nov 08 10:17:21 GMT 2025","Login Page Visual Tests","visual.spec.ts","",""
"","8492","@smoke should validate keyboard navigation on Login page","webkit","Sat Nov 08 10:17:07 GMT 2025","passed","Sat Nov 08 10:17:16 GMT 2025","@a11y Accessibility","login.a11y.spec.ts","",""
"","1","Should check feature flags","firefox","Sat Nov 08 10:16:22 GMT 2025","passed","Sat Nov 08 10:16:22 GMT 2025","Data Management System Validation","dataManagement.spec.ts","",""
"","1","Should handle environment configuration","webkit-desktop","Sat Nov 08 10:22:10 GMT 2025","passed","Sat Nov 08 10:22:10 GMT 2025","Data Management System Validation","dataManagement.spec.ts","",""
"","473","@api @regression should retrieve all bookings","chromium-desktop","Sat Nov 08 10:20:58 GMT 2025","passed","Sat Nov 08 10:20:58 GMT 2025","@api Booking API Tests","api/booking.spec.ts","",""
"","6","Should handle parallel booking data generation","webkit","Sat Nov 08 10:16:54 GMT 2025","passed","Sat Nov 08 10:16:54 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","3","Should generate parallel-safe users","firefox-desktop","Sat Nov 08 10:21:30 GMT 2025","passed","Sat Nov 08 10:21:30 GMT 2025","Data Management System Validation","dataManagement.spec.ts","",""
"","135","Memory usage monitoring @performance","webkit","Sat Nov 08 10:17:20 GMT 2025","skipped","Sat Nov 08 10:17:20 GMT 2025","Performance Tests @performance","performance.spec.ts","",""
"","1732","@smoke should verify mock booking display (mock mode only)","firefox-desktop","Sat Nov 08 10:25:56 GMT 2025","skipped","Sat Nov 08 10:25:58 GMT 2025","@integration API+UI Integration Tests","integration/booking.integration.spec.ts","",""
"","6","Should record performance metrics","chromium-desktop","Sat Nov 08 10:20:58 GMT 2025","passed","Sat Nov 08 10:20:58 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","31","Should handle parallel booking data generation","chromium","Sat Nov 08 10:16:08 GMT 2025","passed","Sat Nov 08 10:16:08 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","1","Should get tests for specific shard","firefox-desktop","Sat Nov 08 10:21:29 GMT 2025","passed","Sat Nov 08 10:21:29 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","581","@api @smoke should retrieve created booking","chromium","Sat Nov 08 10:16:08 GMT 2025","passed","Sat Nov 08 10:16:09 GMT 2025","@api Booking API Tests","api/booking.spec.ts","",""
"","9093","can login and reach Dashboard","chromium-desktop","Sat Nov 08 10:25:48 GMT 2025","passed","Sat Nov 08 10:25:57 GMT 2025","Auth","login.spec.ts","",""
"","3","Should calculate optimal worker count based on system resources","webkit","Sat Nov 08 10:16:54 GMT 2025","passed","Sat Nov 08 10:16:54 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","9896","@smoke should have no critical accessibility violations on Login page","firefox","Sat Nov 08 10:16:33 GMT 2025","passed","Sat Nov 08 10:16:42 GMT 2025","@a11y Accessibility","login.a11y.spec.ts","",""
"","1","Should generate unique test IDs","firefox","Sat Nov 08 10:16:22 GMT 2025","passed","Sat Nov 08 10:16:22 GMT 2025","Data Management System Validation","dataManagement.spec.ts","",""
"","1","Should generate shard configurations for CI","webkit","Sat Nov 08 10:16:54 GMT 2025","passed","Sat Nov 08 10:16:54 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","1","Should generate performance report","webkit","Sat Nov 08 10:16:54 GMT 2025","passed","Sat Nov 08 10:16:54 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","4","Production health check @health @production","chromium-desktop","Sat Nov 08 10:21:00 GMT 2025","skipped","Sat Nov 08 10:21:00 GMT 2025","Production Environment Health @production","health.spec.ts","",""
"","745","Login form visual consistency @visual @smoke","webkit-desktop","Sat Nov 08 10:22:50 GMT 2025","skipped","Sat Nov 08 10:22:51 GMT 2025","Login Page Visual Tests","visual.spec.ts","",""
"","745","API endpoints are responsive @health @api","firefox","Sat Nov 08 10:16:26 GMT 2025","passed","Sat Nov 08 10:16:26 GMT 2025","System Health Checks @health","health.spec.ts","",""
"","636","@api @smoke should retrieve created booking","api-tests","Sat Nov 08 10:22:52 GMT 2025","passed","Sat Nov 08 10:22:53 GMT 2025","@api Booking API Tests","api/booking.spec.ts","",""
"","414","@api @smoke should handle non-existent booking gracefully","chromium","Sat Nov 08 10:16:08 GMT 2025","passed","Sat Nov 08 10:16:08 GMT 2025","@api Booking API Tests","api/booking.spec.ts","",""
"","12173","Dashboard page matches baseline @visual @smoke","chromium-desktop","Sat Nov 08 10:21:22 GMT 2025","skipped","Sat Nov 08 10:21:35 GMT 2025","Visual Regression Tests","visual.spec.ts","",""
"","6","Should generate shard configurations for CI","chromium","Sat Nov 08 10:16:08 GMT 2025","passed","Sat Nov 08 10:16:08 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","7","@api @regression should handle invalid booking data","webkit-desktop","Sat Nov 08 10:22:10 GMT 2025","passed","Sat Nov 08 10:22:10 GMT 2025","@api Booking API Tests","api/booking.spec.ts","",""
"","8854","@smoke should have no critical accessibility violations on Login page","webkit","Sat Nov 08 10:17:02 GMT 2025","passed","Sat Nov 08 10:17:11 GMT 2025","@a11y Accessibility","login.a11y.spec.ts","",""
"","2760","API endpoints are responsive @health @api","firefox-desktop","Sat Nov 08 10:21:32 GMT 2025","passed","Sat Nov 08 10:21:35 GMT 2025","System Health Checks @health","health.spec.ts","",""
"","1","Should integrate with environment configuration","webkit","Sat Nov 08 10:16:54 GMT 2025","passed","Sat Nov 08 10:16:54 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","96","@api @health should verify API service availability","webkit","Sat Nov 08 10:16:55 GMT 2025","passed","Sat Nov 08 10:16:55 GMT 2025","@api Booking API Tests","api/booking.spec.ts","",""
"","4045","Critical user flows work @health","webkit","Sat Nov 08 10:16:56 GMT 2025","passed","Sat Nov 08 10:17:00 GMT 2025","System Health Checks @health","health.spec.ts","",""
"","2","Should generate performance report","firefox-desktop","Sat Nov 08 10:21:29 GMT 2025","passed","Sat Nov 08 10:21:29 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","3438","Core Web Vitals performance @performance","webkit-desktop","Sat Nov 08 10:22:39 GMT 2025","passed","Sat Nov 08 10:22:43 GMT 2025","Performance Tests @performance","performance.spec.ts","",""
"","3","Should calculate optimal worker count based on system resources","webkit-desktop","Sat Nov 08 10:22:09 GMT 2025","passed","Sat Nov 08 10:22:09 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","413","Login form visual consistency @visual @smoke","firefox-desktop","Sat Nov 08 10:22:08 GMT 2025","skipped","Sat Nov 08 10:22:08 GMT 2025","Login Page Visual Tests","visual.spec.ts","",""
"","9984","Dashboard page matches baseline @visual @smoke","firefox","Sat Nov 08 10:16:50 GMT 2025","skipped","Sat Nov 08 10:17:00 GMT 2025","Visual Regression Tests","visual.spec.ts","",""
"","11514","Quick Actions widget looks correct @visual @regression","chromium","Sat Nov 08 10:16:19 GMT 2025","passed","Sat Nov 08 10:16:30 GMT 2025","Visual Regression Tests","visual.spec.ts","",""
"","13584","@regression should have no critical accessibility violations on Dashboard page","firefox-desktop","Sat Nov 08 10:25:59 GMT 2025","passed","Sat Nov 08 10:26:12 GMT 2025","@a11y Accessibility","login.a11y.spec.ts","",""
"","2319","Application is accessible @health @quick @smoke","chromium","Sat Nov 08 10:16:09 GMT 2025","passed","Sat Nov 08 10:16:11 GMT 2025","System Health Checks @health","health.spec.ts","",""
"","574","@api @smoke should create booking with George Kaseri data","firefox","Sat Nov 08 10:16:20 GMT 2025","passed","Sat Nov 08 10:16:21 GMT 2025","@api Booking API Tests","api/booking.spec.ts","",""
"","8","Should calculate optimal worker count based on system resources","chromium","Sat Nov 08 10:16:08 GMT 2025","passed","Sat Nov 08 10:16:08 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","5","Should distribute tests evenly across shards","firefox","Sat Nov 08 10:16:20 GMT 2025","passed","Sat Nov 08 10:16:20 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","122","@api @performance should create booking within time threshold","firefox","Sat Nov 08 10:16:21 GMT 2025","passed","Sat Nov 08 10:16:21 GMT 2025","@api Booking API Tests","api/booking.spec.ts","",""
"","97","@api @smoke should handle non-existent booking gracefully","webkit","Sat Nov 08 10:16:55 GMT 2025","passed","Sat Nov 08 10:16:55 GMT 2025","@api Booking API Tests","api/booking.spec.ts","",""
"","4682","Performance baseline check @health @performance","webkit-desktop","Sat Nov 08 10:22:18 GMT 2025","passed","Sat Nov 08 10:22:22 GMT 2025","System Health Checks @health","health.spec.ts","",""
"","1","Should access user data by role","webkit","Sat Nov 08 10:16:55 GMT 2025","passed","Sat Nov 08 10:16:55 GMT 2025","Data Management System Validation","dataManagement.spec.ts","",""
"","9426","@smoke should create booking via API and verify data integrity","chromium-desktop","Sat Nov 08 10:25:45 GMT 2025","passed","Sat Nov 08 10:25:55 GMT 2025","@integration API+UI Integration Tests","integration/booking.integration.spec.ts","",""
"","7536","Page load performance @performance @smoke","firefox-desktop","Sat Nov 08 10:21:55 GMT 2025","passed","Sat Nov 08 10:22:02 GMT 2025","Performance Tests @performance","performance.spec.ts","",""
"","9","Should distribute tests evenly across shards","chromium-desktop","Sat Nov 08 10:20:58 GMT 2025","passed","Sat Nov 08 10:20:58 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","2","Should access user data by role","firefox","Sat Nov 08 10:16:22 GMT 2025","passed","Sat Nov 08 10:16:22 GMT 2025","Data Management System Validation","dataManagement.spec.ts","",""
"","16","Should generate performance report","chromium","Sat Nov 08 10:16:08 GMT 2025","passed","Sat Nov 08 10:16:08 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","102","@api @regression should test utility method","chromium","Sat Nov 08 10:16:09 GMT 2025","passed","Sat Nov 08 10:16:09 GMT 2025","@api Booking API Tests","api/booking.spec.ts","",""
"","596","@api @smoke should retrieve created booking","chromium-desktop","Sat Nov 08 10:20:58 GMT 2025","passed","Sat Nov 08 10:20:58 GMT 2025","@api Booking API Tests","api/booking.spec.ts","",""
"","1","Should generate multiple unique bookings","chromium-desktop","Sat Nov 08 10:20:58 GMT 2025","passed","Sat Nov 08 10:20:58 GMT 2025","Data Management System Validation","dataManagement.spec.ts","",""
"","1","Should calculate optimal shard count","webkit","Sat Nov 08 10:16:54 GMT 2025","passed","Sat Nov 08 10:16:54 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","1","Should generate shard configurations for CI","firefox","Sat Nov 08 10:16:20 GMT 2025","passed","Sat Nov 08 10:16:20 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","2","Should handle environment configuration","firefox-desktop","Sat Nov 08 10:21:30 GMT 2025","passed","Sat Nov 08 10:21:30 GMT 2025","Data Management System Validation","dataManagement.spec.ts","",""
"","4","Should distribute tests evenly across shards","chromium","Sat Nov 08 10:16:08 GMT 2025","passed","Sat Nov 08 10:16:08 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","22","Should handle parallel booking data generation","firefox-desktop","Sat Nov 08 10:21:29 GMT 2025","passed","Sat Nov 08 10:21:29 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","1","Should generate parallel-safe users","webkit-desktop","Sat Nov 08 10:22:10 GMT 2025","passed","Sat Nov 08 10:22:10 GMT 2025","Data Management System Validation","dataManagement.spec.ts","",""
"","450","Memory usage monitoring @performance","firefox-desktop","Sat Nov 08 10:22:02 GMT 2025","skipped","Sat Nov 08 10:22:03 GMT 2025","Performance Tests @performance","performance.spec.ts","",""
"","1","Should generate unique test IDs","webkit-desktop","Sat Nov 08 10:22:10 GMT 2025","passed","Sat Nov 08 10:22:10 GMT 2025","Data Management System Validation","dataManagement.spec.ts","",""
"","2948","@smoke should have no critical accessibility violations on Login page","webkit-desktop","Sat Nov 08 10:26:13 GMT 2025","passed","Sat Nov 08 10:26:15 GMT 2025","@a11y Accessibility","login.a11y.spec.ts","",""
"","8704","Dashboard page matches baseline @visual @smoke","webkit-desktop","Sat Nov 08 10:22:43 GMT 2025","skipped","Sat Nov 08 10:22:52 GMT 2025","Visual Regression Tests","visual.spec.ts","",""
"","5","Should filter users by permission","webkit","Sat Nov 08 10:16:55 GMT 2025","passed","Sat Nov 08 10:16:55 GMT 2025","Data Management System Validation","dataManagement.spec.ts","",""
"","148","@api @health should verify API service availability","webkit-desktop","Sat Nov 08 10:22:10 GMT 2025","passed","Sat Nov 08 10:22:10 GMT 2025","@api Booking API Tests","api/booking.spec.ts","",""
"","3","Should calculate shard statistics correctly","webkit","Sat Nov 08 10:16:54 GMT 2025","passed","Sat Nov 08 10:16:54 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","1","Should record performance metrics","webkit","Sat Nov 08 10:16:54 GMT 2025","passed","Sat Nov 08 10:16:54 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","5219","@smoke should validate keyboard navigation on Login page","chromium","Sat Nov 08 10:16:12 GMT 2025","passed","Sat Nov 08 10:16:18 GMT 2025","@a11y Accessibility","login.a11y.spec.ts","",""
"","2","Production health check @health @production","chromium","Sat Nov 08 10:16:09 GMT 2025","skipped","Sat Nov 08 10:16:09 GMT 2025","Production Environment Health @production","health.spec.ts","",""
"","5711","@smoke should have no critical accessibility violations on Login page","firefox-desktop","Sat Nov 08 10:25:56 GMT 2025","passed","Sat Nov 08 10:26:02 GMT 2025","@a11y Accessibility","login.a11y.spec.ts","",""
"","3","Staging specific health check @health @staging","chromium-desktop","Sat Nov 08 10:21:00 GMT 2025","skipped","Sat Nov 08 10:21:00 GMT 2025","Staging Environment Health @staging","health.spec.ts","",""
"","5729","Critical user flows work @health","firefox","Sat Nov 08 10:16:26 GMT 2025","passed","Sat Nov 08 10:16:32 GMT 2025","System Health Checks @health","health.spec.ts","",""
"","4","Should handle parallel-safe user generation","chromium-desktop","Sat Nov 08 10:20:58 GMT 2025","passed","Sat Nov 08 10:20:58 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","9418","Login performance @performance","firefox","Sat Nov 08 10:16:43 GMT 2025","passed","Sat Nov 08 10:16:53 GMT 2025","Performance Tests @performance","performance.spec.ts","",""
"","20","Should handle parallel booking data generation","chromium-desktop","Sat Nov 08 10:20:58 GMT 2025","passed","Sat Nov 08 10:20:58 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","4","Should integrate with environment configuration","firefox-desktop","Sat Nov 08 10:21:29 GMT 2025","passed","Sat Nov 08 10:21:29 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","3","Should generate shard configurations for CI","webkit-desktop","Sat Nov 08 10:22:09 GMT 2025","passed","Sat Nov 08 10:22:09 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","4","Should distribute tests evenly across shards","webkit","Sat Nov 08 10:16:54 GMT 2025","passed","Sat Nov 08 10:16:54 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","8828","can login and reach Dashboard","webkit-desktop","Sat Nov 08 10:26:17 GMT 2025","passed","Sat Nov 08 10:26:26 GMT 2025","Auth","login.spec.ts","",""
"","195","@smoke should verify mock booking display (mock mode only)","webkit","Sat Nov 08 10:17:02 GMT 2025","skipped","Sat Nov 08 10:17:02 GMT 2025","@integration API+UI Integration Tests","integration/booking.integration.spec.ts","",""
"","456","@api @smoke should create booking with George Kaseri data","webkit-desktop","Sat Nov 08 10:22:09 GMT 2025","passed","Sat Nov 08 10:22:10 GMT 2025","@api Booking API Tests","api/booking.spec.ts","",""
"","1441","Core Web Vitals performance @performance","chromium","Sat Nov 08 10:16:18 GMT 2025","passed","Sat Nov 08 10:16:19 GMT 2025","Performance Tests @performance","performance.spec.ts","",""
"","7807","Critical user flows work @health","firefox-desktop","Sat Nov 08 10:21:35 GMT 2025","passed","Sat Nov 08 10:21:43 GMT 2025","System Health Checks @health","health.spec.ts","",""
"","2","Should calculate shard statistics correctly","firefox-desktop","Sat Nov 08 10:21:29 GMT 2025","passed","Sat Nov 08 10:21:29 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","194","@api @regression should retrieve all bookings","api-tests","Sat Nov 08 10:22:53 GMT 2025","passed","Sat Nov 08 10:22:53 GMT 2025","@api Booking API Tests","api/booking.spec.ts","",""
"","1","Should get tests for specific shard","firefox","Sat Nov 08 10:16:20 GMT 2025","passed","Sat Nov 08 10:16:20 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","2","Should generate parallel-safe users","firefox","Sat Nov 08 10:16:22 GMT 2025","passed","Sat Nov 08 10:16:22 GMT 2025","Data Management System Validation","dataManagement.spec.ts","",""
"","6","Should get tests for specific shard","chromium","Sat Nov 08 10:16:08 GMT 2025","passed","Sat Nov 08 10:16:08 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","4197","Application is accessible @health @quick @smoke","webkit","Sat Nov 08 10:16:55 GMT 2025","passed","Sat Nov 08 10:16:59 GMT 2025","System Health Checks @health","health.spec.ts","",""
"","2","Should integrate with environment configuration","webkit-desktop","Sat Nov 08 10:22:09 GMT 2025","passed","Sat Nov 08 10:22:09 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","3","Should record performance metrics","webkit-desktop","Sat Nov 08 10:22:09 GMT 2025","passed","Sat Nov 08 10:22:09 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","151","@api @regression should retrieve all bookings","webkit-desktop","Sat Nov 08 10:22:10 GMT 2025","passed","Sat Nov 08 10:22:10 GMT 2025","@api Booking API Tests","api/booking.spec.ts","",""
"","102","@api @regression should test utility method","firefox-desktop","Sat Nov 08 10:21:30 GMT 2025","passed","Sat Nov 08 10:21:30 GMT 2025","@api Booking API Tests","api/booking.spec.ts","",""
"","3002","@smoke should validate keyboard navigation on Login page","webkit-desktop","Sat Nov 08 10:26:16 GMT 2025","passed","Sat Nov 08 10:26:19 GMT 2025","@a11y Accessibility","login.a11y.spec.ts","",""
"","1","Should handle parallel-safe user generation","webkit-desktop","Sat Nov 08 10:22:09 GMT 2025","passed","Sat Nov 08 10:22:09 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","1","Should record performance metrics","firefox","Sat Nov 08 10:16:20 GMT 2025","passed","Sat Nov 08 10:16:20 GMT 2025","Advanced Parallelization System Tests","advancedParallelization.spec.ts","",""
"","1","Should handle data cleanup settings","webkit-desktop","Sat Nov 08 10:22:10 GMT 2025","passed","Sat Nov 08 10:22:10 GMT 2025","Data Management System Validation","dataManagement.spec.ts","",""
"","1993","@smoke should have no critical accessibility violations on Login page","chromium","Sat Nov 08 10:16:12 GMT 2025","passed","Sat Nov 08 10:16:14 GMT 2025","@a11y Accessibility","login.a11y.spec.ts","",""
"","750","API endpoints are responsive @health @api","chromium","Sat Nov 08 10:16:09 GMT 2025","passed","Sat Nov 08 10:16:09 GMT 2025","System Health Checks @health","health.spec.ts","",""
"","604","@api @smoke should create booking with George Kaseri data","api-tests","Sat Nov 08 10:22:52 GMT 2025","passed","Sat Nov 08 10:22:53 GMT 2025","@api Booking API Tests","api/booking.spec.ts","",""
"","6305","@smoke should validate keyboard navigation on Login page","chromium-desktop","Sat Nov 08 10:25:46 GMT 2025","passed","Sat Nov 08 10:25:52 GMT 2025","@a11y Accessibility","login.a11y.spec.ts","",""
